age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
25-39,English,English,Man,ripped ocean jumper,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_bb0c66fb-c898-4b1f-9a90-49240a81e662.wav,/final/chunk13.wav,s21 ultra,2705
25-39,English,English,Man,ripped ocean jumper,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_bb0c66fb-c898-4b1f-9a90-49240a81e662.wav,/final/chunk21.wav,s21 ultra,2706
25-39,English,English,Woman,wolf ring lights are fantastic,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_ed31b573-cd11-42d1-87d6-1fbc8cae062a.wav,/final/chunk50.wav,One plus 7T,2707
25-39,English,English,Man,five special guest treasures,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_1f0adbb3-f94f-465a-a8b8-121f1e37e22a.wav,/final/chunk11.wav,Google Pixel 6,2708
25-39,English,English,Man,five special guest treasures,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_1f0adbb3-f94f-465a-a8b8-121f1e37e22a.wav,/final/chunk30.wav,Google Pixel 6,2709
18-24,English,Portuguese,Woman,hungry action hippos fruit,joy,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_33875081-6fa4-4cf6-87e5-5c313fd115ae.wav,/final/chunk01.wav,iPhone 11,2710
18-24,English,Portuguese,Woman,hungry action hippos fruit,joy,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_33875081-6fa4-4cf6-87e5-5c313fd115ae.wav,/final/chunk21.wav,iPhone 11,2711
18-24,English,Portuguese,Woman,hungry action hippos fruit,joy,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_33875081-6fa4-4cf6-87e5-5c313fd115ae.wav,/final/chunk23.wav,iPhone 11,2712
40-60,English,English,Man,fluffy baseboard yogurt division,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_526bff34-377a-4c43-8284-7d383c35cf16.wav,/final/chunk21.wav,Google Pixel 6 Pro,2713
25-39,English,English,Woman,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_80f787a7-1b0e-4804-961d-884570c981b2.wav,/final/chunk12.wav,Samsung Galaxy s8+,2714
25-39,English,English,Woman,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_80f787a7-1b0e-4804-961d-884570c981b2.wav,/final/chunk21.wav,Samsung Galaxy s8+,2715
18-24,English,English,Woman,banana and mustard sandwiches,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_718df2d7-1afb-4cf0-a11e-009d45dce018.wav,/final/chunk30.wav,iphone 13 pro,2716
25-39,English,Mandarin,Man,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_f219f017-b03d-4df0-a140-ad2d7e40ad2d.wav,/final/chunk00.wav,Samsung s8,2717
25-39,English,Mandarin,Man,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_f219f017-b03d-4df0-a140-ad2d7e40ad2d.wav,/final/chunk30.wav,Samsung s8,2718
40-60,English,English,Man,zebra cats walking on lamps,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_490034d0-1843-487f-b820-67a143ab2750.wav,/final/chunk10.wav,iPhone Xs Max,2719
40-60,English,English,Man,zebra cats walking on lamps,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_490034d0-1843-487f-b820-67a143ab2750.wav,/final/chunk30.wav,iPhone Xs Max,2720
40-60,English,English,Man,zebra cats walking on lamps,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_490034d0-1843-487f-b820-67a143ab2750.wav,/final/chunk40.wav,iPhone Xs Max,2721
60 and over,english,english,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_31b82b11-b2af-4fca-ba80-0b9ab15d4cdd.wav,/final/chunk30.wav,microsoft surface,2722
60 and over,english,english,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_31b82b11-b2af-4fca-ba80-0b9ab15d4cdd.wav,/final/chunk32.wav,microsoft surface,2723
25-39,English,Croatian,Woman,five special guest treasures,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50b08993-0d7b-4c71-924d-f9250491b02b.wav,/final/chunk11.wav,iPhone 13 Pro,2724
25-39,English,Croatian,Woman,five special guest treasures,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50b08993-0d7b-4c71-924d-f9250491b02b.wav,/final/chunk21.wav,iPhone 13 Pro,2725
25-39,English,Croatian,Woman,five special guest treasures,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50b08993-0d7b-4c71-924d-f9250491b02b.wav,/final/chunk31.wav,iPhone 13 Pro,2726
18-24,English,English,Non-Binary,five dollar slaw onion cure,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_dcf0c9c3-7973-426e-88e4-94d1afe31399.wav,/final/chunk20.wav,iPhone SE,2727
18-24,English,English,Non-Binary,five dollar slaw onion cure,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_dcf0c9c3-7973-426e-88e4-94d1afe31399.wav,/final/chunk30.wav,iPhone SE,2728
40-60,English,English,Woman,hungry action hippos fruit,surprise,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_99a6684e-351b-4c5b-b5eb-64a10c2b8f3e.wav,/final/chunk20.wav,IPhone,2729
60 and over,English,English,Woman,fluffy baseboard yogurt division,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_5c379486-182d-4aa9-a21a-a9d77ac8f383.wav,/final/chunk10.wav,IPhone,2730
60 and over,English,English,Woman,fluffy baseboard yogurt division,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_5c379486-182d-4aa9-a21a-a9d77ac8f383.wav,/final/chunk11.wav,IPhone,2731
60 and over,English,English,Woman,fluffy baseboard yogurt division,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_5c379486-182d-4aa9-a21a-a9d77ac8f383.wav,/final/chunk12.wav,IPhone,2732
18-24,English,English,Woman,banana and mustard sandwiches,anger,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_dc631718-97c9-4285-a4cc-2c2cc58c80e2.wav,/final/chunk00.wav,Iphone,2733
25-39,English,Hungarian,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_f0aefaf9-226a-4a38-91c6-ca0a70fd98e5.wav,/final/chunk10.wav,Samsung S8,2734
25-39,English,Hungarian,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_f0aefaf9-226a-4a38-91c6-ca0a70fd98e5.wav,/final/chunk11.wav,Samsung S8,2735
25-39,English,Hungarian,Woman,birds make new jingles,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_f0aefaf9-226a-4a38-91c6-ca0a70fd98e5.wav,/final/chunk12.wav,Samsung S8,2736
18-24,English,English,Woman,ripped ocean jumper,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_5f8f02b3-7c57-4525-8403-d3dc170effc4.wav,/final/chunk00.wav,Iphone,2737
18-24,English,English,Woman,ripped ocean jumper,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_5f8f02b3-7c57-4525-8403-d3dc170effc4.wav,/final/chunk30.wav,Iphone,2738
18-24,English,English,Woman,ripped ocean jumper,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_5f8f02b3-7c57-4525-8403-d3dc170effc4.wav,/final/chunk50.wav,Iphone,2739
18-24,English,English,Woman,fluffy baseboard yogurt division,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_aa94f45a-eebe-4b15-ac75-3056542fb6bc.wav,/final/chunk10.wav,iPhone 12,2740
18-24,English,English,Woman,fluffy baseboard yogurt division,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_aa94f45a-eebe-4b15-ac75-3056542fb6bc.wav,/final/chunk21.wav,iPhone 12,2741
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_12d58263-d508-4d90-b8c8-ad755735e421.wav,/final/chunk00.wav,IPhone 13 Max,2742
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_12d58263-d508-4d90-b8c8-ad755735e421.wav,/final/chunk40.wav,IPhone 13 Max,2743
25-39,English,English,Woman,fluffy baseboard yogurt division,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_12d58263-d508-4d90-b8c8-ad755735e421.wav,/final/chunk51.wav,IPhone 13 Max,2744
40-60,English,Italian,Man,zebra cats walking on lamps,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_def45960-e6b9-4c7f-aa26-d7176f5f40ea.wav,/final/chunk00.wav,iPhone 6,2745
40-60,English,Italian,Man,zebra cats walking on lamps,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_def45960-e6b9-4c7f-aa26-d7176f5f40ea.wav,/final/chunk10.wav,iPhone 6,2746
40-60,English,Italian,Man,zebra cats walking on lamps,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_def45960-e6b9-4c7f-aa26-d7176f5f40ea.wav,/final/chunk50.wav,iPhone 6,2747
40-60,English,Italian,Man,heavy undersea birthday pumpkins,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_73e05a9e-d4f4-49e9-9b75-1a2c8a6ebefc.wav,/final/chunk10.wav,iPhone 6,2748
40-60,English,Italian,Man,heavy undersea birthday pumpkins,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_73e05a9e-d4f4-49e9-9b75-1a2c8a6ebefc.wav,/final/chunk40.wav,iPhone 6,2749
60 and over,English,English,Woman,banana and mustard sandwiches,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_9722f616-5ec5-4826-b937-daa66da5fa71.wav,/final/chunk10.wav,IPhone,2750
60 and over,English,English,Woman,banana and mustard sandwiches,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_9722f616-5ec5-4826-b937-daa66da5fa71.wav,/final/chunk11.wav,IPhone,2751
60 and over,English,English,Woman,banana and mustard sandwiches,joy,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_9722f616-5ec5-4826-b937-daa66da5fa71.wav,/final/chunk12.wav,IPhone,2752
18-24,English,English,Man,five dollar slaw onion cure,anger,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_e687ced9-d30a-4b23-a0f6-d9e9ec82bddf.wav,/final/chunk41.wav,iPhone,2753
25-39,English,English,Woman,snow meteor down the chimney,sadness,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_0f606aba-b59c-4525-a775-f290c785e951.wav,/final/chunk30.wav,iPhone 12 Pro,2754
40-60,English,English,Man,the thunder break craze,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_351f5de8-f305-47a2-a920-d5d49367b762.wav,/final/chunk10.wav,iPhone Xs Max,2755
40-60,English,English,Man,the thunder break craze,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_351f5de8-f305-47a2-a920-d5d49367b762.wav,/final/chunk40.wav,iPhone Xs Max,2756
40-60,English,English,Man,the thunder break craze,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_351f5de8-f305-47a2-a920-d5d49367b762.wav,/final/chunk60.wav,iPhone Xs Max,2757
25-39,English,French,Woman,banana and mustard sandwiches,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_712c38a5-cbdc-481e-9177-eefd8849493e.wav,/final/chunk20.wav,Samsung,2758
40-60,English,English,Woman,wolf ring lights are fantastic,disgust,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_b0b3de4d-b880-4921-87c4-ebaf89b2e5f3.wav,/final/chunk20.wav,Samsung note 20,2759
40-60,English,English,Woman,wolf ring lights are fantastic,disgust,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_b0b3de4d-b880-4921-87c4-ebaf89b2e5f3.wav,/final/chunk30.wav,Samsung note 20,2760
25-39,English,Chinese,Prefer not to disclose,heavy undersea birthday pumpkins,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_38946bb2-329a-4cd8-8554-75c19c062513.wav,/final/chunk30.wav,iphone 13,2761
25-39,English,Chinese,Prefer not to disclose,heavy undersea birthday pumpkins,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_38946bb2-329a-4cd8-8554-75c19c062513.wav,/final/chunk40.wav,iphone 13,2762
18-24,English,English,Woman,the thunder break craze,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_55ef4df6-7575-4638-a82f-41bd07ec412a.wav,/final/chunk20.wav,iphone 13 pro,2763
18-24,English,English,Woman,the thunder break craze,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_55ef4df6-7575-4638-a82f-41bd07ec412a.wav,/final/chunk30.wav,iphone 13 pro,2764
18-24,English,English,Woman,hungry action hippos fruit,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_d4c20ad5-d807-45bb-81d0-0346602e8ab4.wav,/final/chunk30.wav,Iphone,2765
25-39,English,English,Man,snow meteor down the chimney,surprise,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f4ac93ce-be09-4e55-8cb2-7a026d109cd3.wav,/final/chunk22.wav,iPhone SE 2020 Model,2766
25-39,English,English,Man,snow meteor down the chimney,surprise,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f4ac93ce-be09-4e55-8cb2-7a026d109cd3.wav,/final/chunk31.wav,iPhone SE 2020 Model,2767
25-39,English,English,Man,snow meteor down the chimney,surprise,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f4ac93ce-be09-4e55-8cb2-7a026d109cd3.wav,/final/chunk41.wav,iPhone SE 2020 Model,2768
25-39,Russian,Russian,Man,five special guest treasures,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_86c46299-48d3-46db-bbc9-51d3417fee59.wav,/final/chunk31.wav,Xiaomi Redmi Note 8T,2769
40-60,English,English,Woman,fluffy baseboard yogurt division,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_91adb1ff-2415-4c17-87bc-37a2a192b8fe.wav,/final/chunk40.wav,Iphone,2770
40-60,English,English,Woman,birds make new jingles,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_5b42d88f-3c42-41ec-8ebb-afbd173a9f07.wav,/final/chunk00.wav,iPhone se,2771
40-60,English,English,Woman,birds make new jingles,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_5b42d88f-3c42-41ec-8ebb-afbd173a9f07.wav,/final/chunk21.wav,iPhone se,2772
40-60,English,English,Woman,birds make new jingles,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_5b42d88f-3c42-41ec-8ebb-afbd173a9f07.wav,/final/chunk30.wav,iPhone se,2773
40-60,English,English,Woman,birds make new jingles,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_5b42d88f-3c42-41ec-8ebb-afbd173a9f07.wav,/final/chunk52.wav,iPhone se,2774
25-39,English,English,Woman,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_600d5583-3689-413f-ad91-0393c89ab75f.wav,/final/chunk11.wav,iPhone 12,2775
25-39,English,English,Woman,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_600d5583-3689-413f-ad91-0393c89ab75f.wav,/final/chunk21.wav,iPhone 12,2776
25-39,English,English,Woman,fluffy baseboard yogurt division,sadness,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_600d5583-3689-413f-ad91-0393c89ab75f.wav,/final/chunk31.wav,iPhone 12,2777
18-24,English,Portuguese,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_7bbc3573-6d6e-4913-bd16-1070e47f968e.wav,/final/chunk20.wav,Galaxy S10,2778
18-24,English,Portuguese,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_7bbc3573-6d6e-4913-bd16-1070e47f968e.wav,/final/chunk30.wav,Galaxy S10,2779
18-24,English,Portuguese,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_7bbc3573-6d6e-4913-bd16-1070e47f968e.wav,/final/chunk51.wav,Galaxy S10,2780
40-60,English,spanish,Woman,join the Ear Look club,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_ab38fc09-ada9-48e4-b8bb-a6d9bdce7b01.wav,/final/chunk10.wav,iOS,2781
40-60,English,spanish,Woman,join the Ear Look club,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_ab38fc09-ada9-48e4-b8bb-a6d9bdce7b01.wav,/final/chunk31.wav,iOS,2782
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0967e48d-4f08-41c2-a6a9-b04ed120e4ee.wav,/final/chunk11.wav,Samsung Galaxy s8+,2783
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0967e48d-4f08-41c2-a6a9-b04ed120e4ee.wav,/final/chunk21.wav,Samsung Galaxy s8+,2784
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_0967e48d-4f08-41c2-a6a9-b04ed120e4ee.wav,/final/chunk23.wav,Samsung Galaxy s8+,2785
25-39,English,English,Man,wolf ring lights are fantastic,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_b6a244ac-8503-4246-b8b8-ac83c7f8d429.wav,/final/chunk11.wav,IPhone,2786
25-39,English,English,Man,wolf ring lights are fantastic,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_b6a244ac-8503-4246-b8b8-ac83c7f8d429.wav,/final/chunk31.wav,IPhone,2787
18-24,English,English,Woman,hungry action hippos fruit,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_cab996cc-caaa-4662-bee0-400e35f2fa76.wav,/final/chunk00.wav,iPhone XR,2788
18-24,English,English,Woman,hungry action hippos fruit,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_cab996cc-caaa-4662-bee0-400e35f2fa76.wav,/final/chunk20.wav,iPhone XR,2789
18-24,English,English,Woman,hungry action hippos fruit,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_cab996cc-caaa-4662-bee0-400e35f2fa76.wav,/final/chunk30.wav,iPhone XR,2790
25-39,English,English,Man,birds make new jingles,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_2dfd94e8-2ee0-41b2-82e1-63ffb170d6f2.wav,/final/chunk01.wav,iPhone,2791
25-39,English,English,Man,birds make new jingles,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_2dfd94e8-2ee0-41b2-82e1-63ffb170d6f2.wav,/final/chunk11.wav,iPhone,2792
25-39,English,English,Woman,the thunder break craze,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_8b5242cc-e396-4863-92bb-97d67c47660d.wav,/final/chunk01.wav,IPhone 13 Max,2793
25-39,English,English,Woman,the thunder break craze,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_8b5242cc-e396-4863-92bb-97d67c47660d.wav,/final/chunk21.wav,IPhone 13 Max,2794
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_40219f11-9abd-45f3-89cd-e698e17f7e12.wav,/final/chunk01.wav,iPhone 11,2795
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_40219f11-9abd-45f3-89cd-e698e17f7e12.wav,/final/chunk51.wav,iPhone 11,2796
18-24,English,Portuguese,Woman,hungry action hippos fruit,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_40219f11-9abd-45f3-89cd-e698e17f7e12.wav,/final/chunk70.wav,iPhone 11,2797
25-39,English,French,Woman,snow meteor down the chimney,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_df1f9c9c-caf7-4030-bf6e-095eebde9d17.wav,/final/chunk00.wav,Samsung,2798
25-39,English,French,Woman,snow meteor down the chimney,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_df1f9c9c-caf7-4030-bf6e-095eebde9d17.wav,/final/chunk10.wav,Samsung,2799
25-39,English,French,Woman,snow meteor down the chimney,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_df1f9c9c-caf7-4030-bf6e-095eebde9d17.wav,/final/chunk31.wav,Samsung,2800
25-39,English,English,Man,ripped ocean jumper,surprise,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_94f41c73-eb7a-484f-aa62-5d8a5a66a1f4.wav,/final/chunk11.wav,IPhone,2801
25-39,English,English,Man,ripped ocean jumper,surprise,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_94f41c73-eb7a-484f-aa62-5d8a5a66a1f4.wav,/final/chunk21.wav,IPhone,2802
25-39,English,English,Man,ripped ocean jumper,surprise,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_94f41c73-eb7a-484f-aa62-5d8a5a66a1f4.wav,/final/chunk31.wav,IPhone,2803
18-24,French,French,Woman,snow meteor down the chimney,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_f015ce8c-1932-438d-8801-2dab47104cb9.wav,/final/chunk10.wav,Samsung A10e,2804
18-24,French,French,Woman,snow meteor down the chimney,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_f015ce8c-1932-438d-8801-2dab47104cb9.wav,/final/chunk30.wav,Samsung A10e,2805
18-24,French,French,Woman,snow meteor down the chimney,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_f015ce8c-1932-438d-8801-2dab47104cb9.wav,/final/chunk41.wav,Samsung A10e,2806
18-24,English,English,Woman,join the Ear Look club,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_160bc2f6-be6b-4f59-9660-0f8deb8665d4.wav,/final/chunk40.wav,iphone 13 pro,2807
18-24,English,English,Woman,join the Ear Look club,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_160bc2f6-be6b-4f59-9660-0f8deb8665d4.wav,/final/chunk50.wav,iphone 13 pro,2808
40-60,English,English,Woman,the thunder break craze,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_ce5dea32-d48e-4207-99d0-86428ebcfe2f.wav,/final/chunk10.wav,iPhone 7,2809
40-60,English,English,Woman,the thunder break craze,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_ce5dea32-d48e-4207-99d0-86428ebcfe2f.wav,/final/chunk20.wav,iPhone 7,2810
18-24,English,English,Woman,five special guest treasures,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_dc7f7972-9632-4419-97aa-0a75d6a588af.wav,/final/chunk10.wav,iPhone 12,2811
18-24,English,English,Woman,five special guest treasures,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_dc7f7972-9632-4419-97aa-0a75d6a588af.wav,/final/chunk20.wav,iPhone 12,2812
18-24,English,English,Woman,five special guest treasures,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_dc7f7972-9632-4419-97aa-0a75d6a588af.wav,/final/chunk21.wav,iPhone 12,2813
18-24,English,English,Woman,ripped ocean jumper,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_bc6e928d-f3e9-427b-a2e2-fb54f2bc1508.wav,/final/chunk31.wav,iPhone XS,2814
18-24,English,English,Woman,ripped ocean jumper,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_bc6e928d-f3e9-427b-a2e2-fb54f2bc1508.wav,/final/chunk41.wav,iPhone XS,2815
18-24,English,English,Woman,banana and mustard sandwiches,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_b7794b17-713f-4020-b2cd-a188e5158aca.wav,/final/chunk00.wav,iPhone 12,2816
18-24,English,English,Woman,banana and mustard sandwiches,neutral,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_b7794b17-713f-4020-b2cd-a188e5158aca.wav,/final/chunk01.wav,iPhone 12,2817
18-24,English,English,Man,heavy undersea birthday pumpkins,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_064f43ab-8973-4c2b-9c0f-32fbc5ae315f.wav,/final/chunk10.wav,iPhone,2818
18-24,English,English,Man,heavy undersea birthday pumpkins,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_064f43ab-8973-4c2b-9c0f-32fbc5ae315f.wav,/final/chunk11.wav,iPhone,2819
18-24,English,English,Man,heavy undersea birthday pumpkins,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_064f43ab-8973-4c2b-9c0f-32fbc5ae315f.wav,/final/chunk20.wav,iPhone,2820
25-39,English,Hindi,Woman,five special guest treasures,surprise,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_b23dc03d-1976-4b5a-bf96-99d505007624.wav,/final/chunk10.wav,iPhone XR,2821
